ChildUtterance.ordinal,ChildUtterance.onset,ChildUtterance.offset,ChildUtterance.utterance,ParentUtterance.ordinal,ParentUtterance.onset,ParentUtterance.offset,ParentUtterance.utterance,ParentUtterance.target,ParentUtterance.selection
,,,,75,384948,0,"that's right, that's the peacock!",peacock,
,,,,76,384948,0,,,selects
,,,,77,389470,0,cat,cat,
,,,,78,393380,0,that is a cat,cat,
,,,,79,394128,0,,,selects
,,,,80,399466,0,where's the peacock?,peacock,
,,,,81,404124,0,that's not the peacock!,peacock,
,,,,82,406334,0,"you got it, where's the--",peacock,
,,,,83,407422,0,,,selects
,,,,84,411910,0,dog,dog,
,,,,85,416330,0,,,selects
,,,,86,422246,0,"this is a different one. donkey, where's the donkey",donkey,
,,,,87,424558,0,,,selects
,,,,88,424660,0,that's a lobster,donkey,
,,,,89,428332,0,"elephant, where's the elephant?",elephant,
,,,,90,432174,0,,,selects
,,,,91,435846,0,"donkey, do you see a donkey?",donkey,
,,,,92,439246,0,"no, that's not the donkey",donkey,
,,,,93,444448,0,"where's the donkey? the donkey is in the middle, which one is in the middle?",donkey,
,,,,94,449276,0,"No, that's not the donkey",donkey,
,,,,95,451860,0,,,selects
,,,,96,451860,0,that's the donkey,donkey,
,,,,97,455056,0,bird,bird,
,,,,98,456484,0,,,selects
,,,,99,460802,0,rhinoceros,rhinoceros,
,,,,100,464236,0,,,selects
,,,,101,468588,0,"horse, which one's the horse?",horse,
,,,,102,474742,0,,,selects
,,,,103,478244,0,lobster,,
,,,,104,480930,0,"yeah, that's the lobster, touch it",lobster,
,,,,105,483922,0,,,selects
,,,,106,488376,0,elephant,elephant,
,,,,107,493272,0,,,selects
,,,,108,497386,0,rhinoceros,rhinoceros,
,,,,109,499834,0,,,selects
,,,,110,502520,0,are you paying attention to what you're touching?,n/a,
,,,,111,505002,0,pig,pig,
,,,,112,515134,0,"you don't want to play with the animals? well you don't have to play with them, we're just touching pictures of them right now.",n/a,
,,,,113,518398,0,can you show me which one's the pig?,pig,
,,,,114,520880,0,,,selects
,,,,115,525742,0,raccoon,raccoon,
,,,,116,527476,0,where's the raccoon? what does the raccoon say? touch the raccoon,raccoon,
,,,,117,536486,0,,,selects
,,,,118,540498,0,"bird, where's the bird?",bird,
,,,,119,543320,0,,,selects
,,,,120,549066,0,"xxx, squirrel, where's the squirrel?",squirrel,
,,,,121,552228,0,that's the squirrel,squirrel,
,,,,122,553928,0,,,selects
,,,,123,557566,0,fish,fish,
,,,,124,560388,0,,,selects
,,,,125,564230,0,leopard,leopard,
,,,,126,565658,0,,,selects
