ChildUtterance.ordinal,ChildUtterance.onset,ChildUtterance.offset,ChildUtterance.utterance,ParentUtterance.ordinal,ParentUtterance.onset,ParentUtterance.offset,ParentUtterance.utterance,ParentUtterance.target,ParentUtterance.selection
,,,,62,266673,0,"Raccoon. Do you know the raccoon? Which one is the raccoon? OK, no, raccoon. Here's the next one, raccoon.",raccoon,
,,,,63,286539,0,,,selects
,,,,64,286803,0,There you go.,n/a,
,,,,65,289377,0,Bird,bird,
,,,,66,291060,0,,,selects
,,,,67,291456,0,Swan. Swan. Do you know swan? No not cat.  Swan. It's a type of bird. So which one do you think?,Swan,
,,,,68,302841,0,,,selects
,,,,69,304524,0,There you go! Good job.,n/a,
,,,,70,307791,0,Dog?,dog,
,,,,71,307791,0,,,selects
,,,,72,309243,0,Peacock. It's a type of bird. Okay?,peacock,
,,,,73,314028,0,,,selects
,,,,74,314193,0,There you go,n/a,
,,,,75,317460,0,"Pig. Pig this time, no, pig this time.",pig,
,,,,76,320496,0,,,selects
,,,,77,323004,0,"No, that was the cat.",pig,
,,,,78,323994,0,Rhinocerous.,rhinocerous,
,,,,79,324555,0,,,selects
,,,,80,325479,0,"You got it right. Wait, stop.",n/a,
,,,,81,330198,0,"Horse, Horse. Which one's the horse?",horse,
,,,,82,332805,0,,,selects
,,,,83,334125,0,"No, that's the cow.",horse,
,,,,84,337326,0,Leopard. Leopard. Leopard this time.  A leopard is a type of cat.,leopard,
,,,,85,341913,0,,,selects
,,,,86,342111,0,Yes. Very good.,n/a,
,,,,87,344817,0,Duck! Duck!,duck,
,,,,88,346797,0,,,selects
,,,,89,350955,0,"Donkey. Which one's the donkey? No, that's all it is, it's  just a word. You have to pick which one's the donkey. Do you remember donkey? No, that's a rhinocerous",donkey,
,,,,90,361713,0,,,selects
,,,,91,362538,0,"No, that's a rhinocerous",donkey,
,,,,92,362736,0,Dog!,dog,
,,,,93,365475,0,,,selects
,,,,94,366201,0,Mhm!,n/a,
,,,,95,369567,0,"Okay, stop and think for a second, I know, stop and think for a second.  Raccoon. Which one's the raccoon?",raccoon,
,,,,96,375276,0,,,selects
,,,,97,378807,0,"No, that was a type of bird, right?",raccoon,
,,,,98,380457,0,Duck! Duck!  Duck.,duck,
,,,,99,382602,0,,,selects
,,,,100,391281,0,"You have to, you have to, wait wait wait. You have to press the animal that the word is. Swan is next.  Swan. Press the swan.",swan,
,,,,101,393657,403266,,,selects
,,,,102,397980,399564,Are you getting tired of the game?,n/a,
,,,,103,399597,0,Cow. Press cow. Which one's the cow? ,cow,
,,,,104,401610,0,,,selects
,,,,105,404316,0,"No, you pressed the pig.",cow,
,,,,106,408177,410360,Rooster this time. Can you press the rooster?,rooster,
,,,,107,410850,0,"No, that's the swan.",rooster,
,,,,108,412962,0,Pig! Which one's the pig? Pig?,pig,
,,,,109,419034,0,,,selects
,,,,110,419166,0,There you go.,n/a,
