ChildUtterance.ordinal,ChildUtterance.onset,ChildUtterance.offset,ChildUtterance.utterance,ParentUtterance.ordinal,ParentUtterance.onset,ParentUtterance.offset,ParentUtterance.utterance,ParentUtterance.target,ParentUtterance.selection
,,,,110,262812,0,good job!,n/a,
,,,,111,265023,0,where's the doggie?,dog,
,,,,112,267069,0,,,selects
,,,,113,270336,0,ruff!,dog,
,,,,114,271359,0,where's the leopard? that spotted one.,leopard,
,,,,115,272646,0,,,selects
,,,,116,274626,0,good job! now you know which one the leopard is!,leopard,
,,,,117,276078,0,the fishy?,fish,
,,,,118,277332,0,,,selects
,,,,119,279246,0,perfect!,n/a,
,,,,120,280632,0,more?,n/a,
