ChildUtterance.ordinal,ChildUtterance.onset,ChildUtterance.offset,ChildUtterance.utterance,ParentUtterance.ordinal,ParentUtterance.onset,ParentUtterance.offset,ParentUtterance.utterance,ParentUtterance.target,ParentUtterance.selection
46,283734,0,"Dog, woof!",46,163284,0,"Horse! Touch the horse. Not the cow, the horse!",horse,
47,290268,0,www,47,165792,0,,,selects
48,294558,0,Nope,48,165792,0,xxx,horse,
49,299079,0,www,49,169752,0,Touch the squirrel! Which one's the squirrel?,squirrel,
,,,,50,173184,0,,,selects
,,,,51,174306,0,"Wait, touch the dog! Touch the dog! Wait, the dog!",dog,
,,,,52,176913,0,,,selects
,,,,53,177936,0,Not the bird! Nope.,dog,
,,,,54,181005,0,"Wait, touch the raccoon.",raccoon,
,,,,55,182919,0,,,selects
,,,,56,185922,0,Which one's the elephant? Touch it,elephant,
,,,,57,187110,0,,,selects
,,,,58,187110,0,There you go.,,
,,,,59,190443,0,Wait wait wait. Which one's the swan? Do you know what a swan is?,swan,
,,,,60,192654,0,,,selects
,,,,61,193776,0,"Well that one was a rooster, you knew that.",swan,
,,,,62,195558,0,"Wait, touch the dog. Not the cat!",dog,
,,,,63,197439,0,,,selects
,,,,64,198363,0,The dog! You don't care,dog,
,,,,65,202521,0,Which one's the leopard?,leopard,
,,,,66,204072,0,,,selects
,,,,67,204633,0,Not that one! That's the swan!,leopard,
,,,,68,207471,0,"Wait, touch the horse! No, no, ah, no!",horse,
,,,,69,210276,0,,,selects
,,,,70,210672,0,That's the pig,horse,
,,,,71,212850,0,"Wait, touch the peacock! Which one's the peacock?",peacock,
,,,,72,215325,0,,,selects
,,,,73,216810,0,Well that was the raccoon!,raccoon,
,,,,74,218460,0,Which one's the cat? Touch the cat.,cat,
,,,,75,219945,0,,,selects
,,,,76,220902,0,Awesome!,n/a,
,,,,77,222222,0,Aww!,n/a,
,,,,78,223674,0,Rooster? Cocka-doo--,rooster,
,,,,79,225093,0,,,selects
,,,,80,226578,0,That one's the leopard... ,leopard,
,,,,81,228624,0,Touch the pig! (snorts),pig,
,,,,82,230076,0,,,selects
,,,,83,231066,0,You did it!,n/a,
,,,,84,232881,0,Yeah you did!,n/a,
,,,,85,233904,0,"Rhinocerous, can you touch--",rhinocerous,
,,,,86,234960,0,That's the donkey.,rhinocerous,
,,,,87,238656,0,Remember donkey? That's a donkey.,n/a,
,,,,88,238656,0,Elephant! Touch the elephant.,elephant,
,,,,89,241164,0,,,selects
,,,,90,241164,0,There you go.,elephant,
,,,,91,243606,0,ooooo!,n/a,
,,,,92,243606,0,Touch the rooster! Cocka-doodle-doo! Can you touch the rooster?,rooster,
,,,,93,246345,0,,,selects
,,,,94,250041,0,Can you touch the fish?,fish,
,,,,95,252054,0,,,selects
,,,,96,252054,0,Well that's a duck!,fish,
,,,,97,253869,0,quack quack.,n/a,
,,,,98,254661,0,Touch the donkey. Which one's the---,donkey,
,,,,99,255948,0,,,selects
,,,,100,256410,0,That's a lobster!,donkey,
,,,,101,260139,0,Touch the cow!,cow,
,,,,102,261129,0,,,selects
,,,,103,261129,0,Moo! Good job.,cow,
,,,,104,263703,0,"Touch the lobster, do you remember that one?",lobster,
,,,,105,265419,0,,,selects
,,,,106,266937,0,Oh! I think you tried to touch the lobster.,lobster,
,,,,107,269181,0,touch the cat! Meow!,cat,
,,,,108,270534,0,,,selects
,,,,109,271821,0,Good job!,n/a,
,,,,110,273570,0,Nope.,n/a,
,,,,111,273570,0,"Touch the swan! This one's the swan, right? The white one.  It kind of looks like.. ",swan,
,,,,112,276474,0,,,selects
,,,,113,277464,0,a goose,swan,
,,,,114,279807,0,Nope?,n/a,
,,,,115,281259,0,Touch the bird. Tweet tweet!,bird,
,,,,116,281952,0,,,selects
,,,,117,282513,0,That's a dog!,bird,
,,,,118,284592,0,woof woof!,,
,,,,119,285615,0,Touch the donkey. Which one's a donkey? That donkey kick,donkey,
,,,,120,287595,0,,,selects
,,,,121,288255,0,That's the rhino!,donkey,
,,,,122,290829,0,Touch the duck. Which one's the duck? It goes quack quack.,duck,
,,,,123,293667,0,,,selects
,,,,124,293667,0,That one's the fish.,duck,
,,,,125,294954,0,"Nope, it's okay. Sometimes you gotta touch the wrong one.",n/a,
