ChildUtterance.ordinal,ChildUtterance.onset,ChildUtterance.offset,ChildUtterance.utterance,ParentUtterance.ordinal,ParentUtterance.onset,ParentUtterance.offset,ParentUtterance.utterance,ParentUtterance.target,ParentUtterance.selection
,,,,99,257730,0,Where's the xxx?,unknown,
,,,,100,259050,0,,,selects
,,,,101,262515,0,Where's the bird?,bird,
,,,,102,264231,0,You don't know? Where's the bird?,bird,
,,,,103,268422,0,Where's the bird?,bird,
,,,,104,271227,0,Can you find the bird? Where's the bird? You gotta use your finger,bird,
,,,,105,277497,0,,,selects
,,,,106,278223,0,There you go!,n/a,
,,,,107,280830,0,Where's the rhino?,rhinoceros,
,,,,108,282051,0,,,selects
,,,,109,284163,0,"Alright! Good job, Shosh!",n/a,
