ChildUtterance.ordinal,ChildUtterance.onset,ChildUtterance.offset,ChildUtterance.utterance,ParentUtterance.ordinal,ParentUtterance.onset,ParentUtterance.offset,ParentUtterance.utterance,ParentUtterance.target,ParentUtterance.selection
,,,,75,152592,0,"Yeah, like in the zoo! Right? We saw a peacock in the zoo.",peacock,
,,,,76,155958,0,Can you find the duck?,duck,
,,,,77,157740,0,,n/a,selects
,,,,78,158829,0,there it is!,,
,,,,79,161271,0,"No, we're going to finish this game.",n/a,
,,,,80,163581,0,How 'bout the lobster? Where's the red lobster?,yeah!,
,,,,81,164505,0,,,selects
,,,,82,166551,0,yeah!,,
,,,,83,169521,0,"OK, how about the...",elephant,
,,,,84,171534,0,elephant,elephant,
,,,,85,172887,0,,,selects
,,,,86,173481,0,Yeah! Very good!,n/a,
,,,,87,176748,0,"OK, can you find the rhinocerous?",rhinocerous,
,,,,88,179190,0,,,selects
,,,,89,179850,0,There it is! Good job.,n/a,
,,,,90,182391,0,how 'bout the pig.,pig,
,,,,91,184503,0,,,selects
,,,,92,185988,0,What does a pig say? (snorts) yup!,pig,
,,,,93,190377,0,How 'bout the peacock?,peacock,
,,,,94,191565,0,,,selects
,,,,95,192489,0,"Yeah! Very good, you're doing such a good job!",n/a,
,,,,96,196185,0,Can you find the cow?,cow,
,,,,97,197274,0,,,selects
,,,,98,198165,0,"Oop, that's a horse. It looks like a cow, but that's a horse.",cow,
,,,,99,201861,0,How about the swan?,swan,
,,,,100,204534,0,,,selects
,,,,101,205722,0,"Very good, Buddy!",,
,,,,102,211167,0,We're gonna play this game.,n/a,
,,,,103,211959,0,Where's the kitty cat?,cat,
,,,,104,213774,0,,,selects
,,,,105,216249,0,"That's like Audrey, our kitty cat!",cat,
,,,,106,220119,0,,,selects
,,,,107,220407,0,Can you find the donkey?,donkey,
,,,,108,221760,0,,,selects
,,,,109,223410,0,Good job!,n/a,
,,,,110,226578,0,"OK, how about the bird?",bird,
,,,,111,227436,0,,,selects
,,,,112,228426,0,Tweet tweet tweet tweet!,bird,
,,,,113,229878,0,You sound just like the bird,bird,
,,,,114,233343,0,Can you find the leopard? Where's the leopard?,leopard,
,,,,115,235356,0,,,selects
,,,,116,236973,0,"Woaaaah it's a big kitty cat, huh?",leopard,
,,,,117,240273,0,How about the elephant? Can you find an elephant?,elephant,
,,,,118,241989,0,,,selects
,,,,119,242946,0,"Good boy, you did it, you found it!",n/a,
,,,,120,246642,0,Where is the rooster? Where's the rooster? Which one is the rooster?,rooster,
,,,,121,254100,0,,,selects
,,,,122,255585,0,That's a leopard!,rooster,
,,,,123,258291,0,Where is the fish?,fish,
,,,,124,259908,0,,,selects
,,,,125,261789,0,Yeah! We're all done,n/a,
