ChildUtterance.ordinal,ChildUtterance.onset,ChildUtterance.offset,ChildUtterance.utterance,ParentUtterance.ordinal,ParentUtterance.onset,ParentUtterance.offset,ParentUtterance.utterance,ParentUtterance.target,ParentUtterance.selection
,,,,118,319574,0,"Not the tiger, yep.",rooster,
,,,,119,319702,0,Where's the rooster?,rooster,
,,,,120,323816,0,,,selects
,,,,121,325618,0,That's a tiger,n/a,
,,,,122,327754,0,Where's the cow?,cow,
,,,,123,330859,0,Where's the cow? Where's the moo?,cow,
,,,,124,334118,0,"No, what's that?",cow,
,,,,125,336328,0,No,cow,
,,,,126,339014,0,Yeah,cow,
,,,,127,341462,0,,,selects
,,,,128,343434,0,What was that?,n/a,
,,,,129,345780,0,Where's the lobster?,lobster,
,,,,130,348398,0,Mhm,lobster,
,,,,131,349826,0,,,selects
,,,,132,353256,0,Where's the elephant?,elephant,
,,,,133,355640,0,"Yeah, touch it!",elephant,
,,,,134,356830,0,,,selects
,,,,135,360706,0,Where's the leopard? The tiger?,leopard,
,,,,136,364548,0,Yep,leopard,
,,,,137,365908,0,Yep. Xxx,leopard,
,,,,138,369331,0,Yeah. Where's the tiger?,leopard,
,,,,139,373796,0,,,selects
,,,,140,374680,0,Good job!,n/a,
,,,,141,377128,0,Tiger!,n/a,
,,,,142,377570,0,Where's the doggy?,dog,
,,,,143,381464,0,That is a meow! Where's the--,dog,
,,,,144,382330,0,,,selects
,,,,145,385288,0,Why did you touch meow?,dog,
,,,,146,387260,0,Where's the cock-a-doodle-doo?,rooster,
,,,,147,389606,0,,,selects
,,,,148,393292,0,Where's the fish? Where's fishy?,fish,
,,,,149,398140,0,Yeah touch it!,fish,
,,,,150,399058,0,,,selects
,,,,151,400452,0,Good job,n/a,
,,,,152,402374,0,Fishy,n/a,
,,,,153,402526,0,Where's the swan?,swan,
,,,,154,406640,0,Yeah touch it,swan,
,,,,155,408102,0,,,selects
,,,,156,411436,0,You can sit on your knees but you're not gonna be able to see anything,n/a,
,,,,157,413406,0,Where's the fishy?,fish,
,,,,158,415447,0,,,selects
,,,,159,415718,0,Not that. You can't see anything you should stand up,n/a,
,,,,160,419934,0,Where's the raccoon?,raccoon,
,,,,161,426802,0,No. Where's the raccoon?,raccoon,
,,,,162,431392,0,Mhm!,raccoon,
,,,,163,433160,0,,,selects
,,,,164,434316,0,Good job,n/a,
,,,,165,437854,0,"No, you can't see on your knees",n/a,
,,,,166,439076,0,Where's the meow?,cat,
,,,,167,442340,0,,,selects
,,,,168,445502,0,Where's the donkey?,donkey,
,,,,169,448052,0,,,selects
,,,,170,451520,0,Bye-bye game!,n/a,
